time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-13T23:57:53.250Z,54.2331,-116.6275,10,4,mb,,136,5.45,0.69,us,us20002pp4,2015-06-14T08:00:21.349Z,"21km SSE of Fox Creek, Canada",earthquake
2015-06-13T23:45:44.650Z,-0.2713,124.4433,68.19,5,mb,,38,1.838,0.89,us,us20002pnz,2015-06-14T07:48:26.455Z,"88km SE of Molibagu, Indonesia",earthquake
2015-06-13T23:34:53.000Z,50.1731,178.7439,25.7,2.8,ml,,,,0.41,ak,ak11628461,2015-06-18T00:35:02.741Z,"194km SW of Amatignak Island, Alaska",earthquake
2015-06-13T22:59:13.000Z,53.7928,-166.3831,77.6,3.2,ml,,,,0.34,ak,ak11625417,2015-06-18T00:34:04.639Z,"13km SE of Unalaska, Alaska",earthquake
2015-06-13T22:38:34.070Z,45.2943,141.9995,300.3,4.2,mb,,58,1.249,1.2,us,us20002pnv,2015-06-14T06:41:37.527Z,"16km ESE of Makubetsu, Japan",earthquake
2015-06-13T21:13:06.000Z,54.2432,-162.6345,25.6,2.6,ml,,,,0.26,ak,ak11625294,2015-06-18T00:35:41.240Z,"84km SE of False Pass, Alaska",earthquake
2015-06-13T21:07:43.670Z,53.7433,-162.6389,23.29,4.2,mb,,174,1.205,1.12,us,us20002pnn,2015-06-18T00:33:02.714Z,"133km SSE of False Pass, Alaska",earthquake
2015-06-13T20:54:42.570Z,36.2737,-97.3898,4.27,3.5,mb_lg,,19,0.479,0.48,us,us20002pnl,2015-06-14T07:09:44.517Z,"9km W of Perry, Oklahoma",earthquake
2015-06-13T20:32:29.000Z,57.3708,-154.2519,45.2,2.5,ml,,,,0.56,ak,ak11625283,2015-06-18T00:36:18.974Z,"24km SW of Larsen Bay, Alaska",earthquake
2015-06-13T19:17:03.500Z,18.0025,-67.1524,15,2.5,Md,13,212.4,0.10779783,0.25,pr,pr15164003,2015-06-14T04:17:07.767Z,"3km SSE of Boqueron, Puerto Rico",earthquake
2015-06-13T19:12:26.000Z,51.7609,-171.607,41.5,3.2,ml,,,,0.6,ak,ak11625220,2015-06-18T00:34:24.545Z,"84km SSW of Amukta Island, Alaska",earthquake
2015-06-13T17:09:06.570Z,-35.1164,-107.1864,40.18,5,mb,,65,29.292,0.68,us,us20002pn2,2015-06-16T13:56:22.699Z,"Southern East Pacific Rise",earthquake
2015-06-13T15:23:28.480Z,-5.7062,151.5522,35,4.4,mb,,116,1.623,0.87,us,us20002pmz,2015-06-13T23:25:59.163Z,"157km E of Kimbe, Papua New Guinea",earthquake
2015-06-13T15:07:11.560Z,-5.6048,151.4751,35,4.6,mb,,89,1.563,1.28,us,us20002pmy,2015-06-13T23:09:52.407Z,"147km E of Kimbe, Papua New Guinea",earthquake
2015-06-13T14:17:41.000Z,51.7249,-179.3814,94.9,2.8,ml,,,,0.71,ak,ak11625050,2015-06-18T00:34:43.202Z,"54km NNW of Amatignak Island, Alaska",earthquake
2015-06-13T12:50:45.290Z,35.6625,-97.3714,5,2.6,mb_lg,,31,0.085,0.39,us,us20002q4b,2015-06-16T00:16:09.542Z,"9km E of Edmond, Oklahoma",earthquake
2015-06-13T12:35:01.360Z,55.873,-158.4358,55.57,4.2,mb,,141,1.271,0.8,us,us20002pmn,2015-06-18T00:32:41.822Z,"47km SSE of Chignik Lake, Alaska",earthquake
2015-06-13T10:56:36.390Z,36.3366,-97.5181,3.05,2.7,mb_lg,,59,0.411,0.35,us,us20002pm9,2015-06-13T23:52:08.088Z,"21km WNW of Perry, Oklahoma",earthquake
2015-06-13T09:37:49.000Z,52.3867,-169.8402,30.8,3.2,ml,,,,0.55,ak,ak11624850,2015-06-18T00:33:42.856Z,"64km ESE of Yunaska Island, Alaska",earthquake
2015-06-13T07:33:34.260Z,36.4921,-97.1538,4.58,2.9,mb_lg,,81,0.272,0.47,us,us20002pls,2015-06-13T16:34:20.852Z,"23km SSW of McCord, Oklahoma",earthquake
2015-06-13T07:09:34.000Z,18.531,-66.9375,83,2.7,Md,6,252,0.25332491,0.09,pr,pr15164002,2015-06-13T15:12:03.343Z,"6km N of Quebradillas, Puerto Rico",earthquake
2015-06-13T07:08:58.930Z,-3.2446,143.8436,10,5.6,mb,,64,6.95,0.79,us,us20002pln,2015-06-14T16:00:33.040Z,"41km NE of Wewak, Papua New Guinea",earthquake
2015-06-13T06:55:52.000Z,65.7889,-163.052,17.2,2.6,ml,,,,0.43,ak,ak11628398,2015-06-18T00:35:21.701Z,"125km S of Kotzebue, Alaska",earthquake
2015-06-13T06:40:12.420Z,36.3034,-96.6804,5,2.8,mb_lg,,42,0.133,0.52,us,us20002plj,2015-06-13T14:42:41.877Z,"11km ESE of Pawnee, Oklahoma",earthquake
2015-06-13T05:53:06.500Z,19.3651,-67.2048,38,3.1,Md,7,280.8,0.89651865,0.27,pr,pr15164001,2015-06-13T13:55:47.271Z,"97km N of Isabela, Puerto Rico",earthquake
2015-06-13T05:03:44.290Z,13.7445,120.7248,150.95,4.9,mb,,41,3.794,0.71,us,us20002pl7,2015-06-14T07:40:15.879Z,"11km SSE of Hukay, Philippines",earthquake
2015-06-13T04:30:06.690Z,-30.0415,-64.2309,13.93,4.5,mb,,43,4.114,1.06,us,us20002pl5,2015-06-15T18:52:24.663Z,"32km NE of Quilino, Argentina",earthquake
2015-06-13T04:16:27.180Z,48.2345,-116.3528,5,3.1,ml,,139,0.515,1.03,us,us20002pl4,2015-06-18T04:11:10.096Z,"15km ESE of Sandpoint, Idaho",earthquake
2015-06-13T03:17:29.930Z,-24.5966,-176.3493,77.15,5.1,mb,,120,4.839,0.81,us,us20002pky,2015-06-17T18:50:34.000Z,"South of the Fiji Islands",earthquake
2015-06-13T02:58:53.700Z,18.1993,-67.5009,144,3,Md,7,248.4,0.18505295,0.18,pr,pr15164000,2015-06-13T03:52:32.362Z,"30km WSW of Rincon, Puerto Rico",earthquake
2015-06-13T02:33:19.470Z,34.4406,137.3947,322.1,4.5,mb,,53,0.692,0.92,us,us20002pkt,2015-06-13T10:35:48.520Z,"27km SSE of Tahara, Japan",earthquake
2015-06-13T02:16:01.560Z,-10.4129,123.8767,50.19,4.3,mb,,144,0.758,0.77,us,us20002pkr,2015-06-13T10:18:41.185Z,"42km SE of Kupang, Indonesia",earthquake
2015-06-13T01:50:19.000Z,59.9645,-151.3805,63.6,2.6,ml,,,,0.88,ak,ak11624633,2015-06-18T00:36:00.148Z,"25km N of Fritz Creek, Alaska",earthquake
2015-06-13T01:22:46.290Z,-8.5947,118.2976,133.51,4.9,mb,,70,3.838,0.86,us,us20002pk5,2015-06-13T09:25:29.807Z,"4km S of Npongge, Indonesia",earthquake
2015-06-13T01:18:29.520Z,27.6631,86.1257,10,4.8,mb,,119,0.72,1.33,us,us20002pk4,2015-06-13T14:24:11.970Z,"36km SSE of Kodari, Nepal",earthquake
2015-06-13T01:14:57.000Z,56.5174,-156.4642,77.3,4.8,ml,,,,0.91,ak,ak11624588,2015-06-18T00:36:56.777Z,"115km NW of Chirikof Island, Alaska",earthquake
2015-06-12T23:20:04.060Z,36.3119,-96.6997,5,3.3,mb_lg,,26,0.14,0.49,us,us20002pj8,2015-06-13T02:32:57.481Z,"9km ESE of Pawnee, Oklahoma",earthquake
2015-06-12T22:42:24.480Z,36.3065,-96.6916,3.67,3.7,mwr,,24,0.135,0.59,us,us20002pis,2015-06-15T04:40:15.740Z,"10km ESE of Pawnee, Oklahoma",earthquake
2015-06-12T22:35:39.240Z,35.5808,-97.1349,7.22,3.1,mb_lg,,39,0.063,0.43,us,us20002pip,2015-06-13T07:03:11.464Z,"10km NNE of Harrah, Oklahoma",earthquake
2015-06-12T22:01:10.640Z,-26.1897,179.5315,501.15,4.7,mb,,88,3.785,1.01,us,us20002pir,2015-06-13T06:03:50.348Z,"South of the Fiji Islands",earthquake
2015-06-12T22:00:48.000Z,40.955,-84.762,5,2.6,mb_lg,,,,0.61,us,us20002pmu,2015-06-13T14:26:32.233Z,"6km NW of Convoy, Ohio",earthquake
2015-06-12T20:56:00.560Z,38.972,142.3134,48.1,4.5,mwr,,126,1.626,1.15,us,us20002phn,2015-06-16T13:50:06.902Z,"49km SE of Kamaishi, Japan",earthquake
2015-06-12T20:44:32.250Z,35.7425,-97.5847,11.5,2.5,mb_lg,,43,0.087,0.65,us,us20002q43,2015-06-16T13:36:17.190Z,"13km NW of Edmond, Oklahoma",earthquake
2015-06-12T20:40:04.630Z,40.4133333,-125.6125,2.88,2.56,md,20,316,0.975,0.2,nc,nc72465166,2015-06-13T04:43:21.779Z,"115km W of Ferndale, California",earthquake
2015-06-12T20:37:08.500Z,19.1536,-64.897,41,2.7,Md,5,248.4,0.67912635,0.17,pr,pr15163002,2015-06-13T17:23:07.040Z,"86km NNW of Road Town, British Virgin Islands",earthquake
2015-06-12T20:15:44.000Z,51.5615,-177.0592,49.6,2.5,ml,,,,0.34,ak,ak11624251,2015-06-17T23:56:11.230Z,"44km SW of Adak, Alaska",earthquake
2015-06-12T20:07:51.000Z,55.4555,-158.8846,50.8,2.8,ml,,,,0.46,ak,ak11624247,2015-06-17T23:56:32.043Z,"85km NNE of Chernabura Island, Alaska",earthquake
2015-06-12T19:54:23.260Z,-1.5574,101.1902,50.31,4.7,mb,,99,1.877,0.84,us,us20002pgt,2015-06-13T17:18:50.141Z,"47km SE of Surian, Indonesia",earthquake
2015-06-12T18:38:34.400Z,36.2933,-96.6724,5.215,2.5,ml,,156,,0.74,us,us20002pgp,2015-06-13T17:12:25.579Z,"12km ESE of Pawnee, Oklahoma",earthquake
2015-06-12T18:37:34.640Z,36.3256,68.8932,36.06,4.5,mb,,76,1.379,1.31,us,us20002pg6,2015-06-13T17:03:41.201Z,"27km NE of Baghlan, Afghanistan",earthquake
2015-06-12T18:29:30.850Z,13.9432,93.6041,63.54,5.2,mb,,38,2.423,0.86,us,us20002pfu,2015-06-13T16:28:27.649Z,"266km NNE of Bamboo Flat, India",earthquake
2015-06-12T18:29:15.780Z,6.1821,116.651,11.85,5.3,mb,,37,6.508,0.92,us,us20002pfr,2015-06-17T11:51:12.258Z,"25km N of Ranau, Malaysia",earthquake
2015-06-12T18:26:37.000Z,53.1973,-162.1068,57.1,2.6,ml,,,,0.39,ak,ak11624129,2015-06-17T23:56:51.539Z,"203km SSE of False Pass, Alaska",earthquake
2015-06-12T17:39:39.760Z,-5.6527,151.5072,57.61,4.7,mb,,52,1.592,0.9,us,us20002pfk,2015-06-13T15:16:24.414Z,"151km E of Kimbe, Papua New Guinea",earthquake
2015-06-12T17:33:54.600Z,36.2855,-97.5162,5,2.5,ml,,51,,0.57,us,us20002pfv,2015-06-13T15:00:47.732Z,"20km W of Perry, Oklahoma",earthquake
2015-06-12T17:30:16.280Z,-5.5046,151.9458,60.17,5.2,mb,,39,1.322,0.65,us,us20002pff,2015-06-13T14:36:12.362Z,"132km SSW of Kokopo, Papua New Guinea",earthquake
2015-06-12T16:39:20.770Z,-5.5173,151.9963,48.06,4.8,mb,,156,1.327,0.84,us,us20002pf4,2015-06-13T00:41:47.246Z,"132km SSW of Kokopo, Papua New Guinea",earthquake
2015-06-12T16:23:59.470Z,38.8348333,-122.7698333,2.91,2.72,md,81,56,0.004356,0.06,nc,nc72465036,2015-06-15T17:38:51.595Z,"4km WNW of Cobb, California",earthquake
2015-06-12T14:05:06.114Z,37.2668,-114.645,5.2175,3.36,ml,28,105.95,0.352,0.11,nn,nn00498350,2015-06-12T22:07:40.855Z,"34km SSW of Caliente, Nevada",earthquake
2015-06-12T13:48:08.500Z,18.1203,-68.0045,81,3.2,Md,9,216,0.53000602,0.46,pr,pr15163000,2015-06-12T21:50:50.676Z,"66km SE of Punta Cana, Dominican Republic",earthquake
2015-06-12T13:38:22.700Z,36.2868,-97.527,6.603,2.6,ml,,53,,0.4,us,us20002pg2,2015-06-15T23:22:47.298Z,"21km W of Perry, Oklahoma",earthquake
2015-06-12T13:09:59.000Z,53.4202,-163.7058,60.4,3.1,ml,,,,0.39,ak,ak11623944,2015-06-17T23:55:22.247Z,"157km ESE of Akutan, Alaska",earthquake
2015-06-12T12:24:00.000Z,61.5363,-149.8287,53.9,3.3,ml,,,,0.56,ak,ak11623899,2015-06-17T23:55:47.194Z,"6km ENE of Big Lake, Alaska",earthquake
2015-06-12T11:38:36.200Z,35.0029,-97.6734,3.446,2.7,ml,,124,,0.55,us,us20002phe,2015-06-15T23:14:58.364Z,"15km S of Blanchard, Oklahoma",earthquake
2015-06-12T11:07:06.490Z,-15.6849,-173.0562,41,6,mww,,22,2.155,0.96,us,us20002pak,2015-06-13T04:42:55.056Z,"79km ENE of Hihifo, Tonga",earthquake
2015-06-12T10:19:46.310Z,38.7855,-122.7673333,2.11,2.64,md,84,29,0.01481,0.08,nc,nc72464911,2015-06-12T20:47:04.821Z,"1km NW of The Geysers, California",earthquake
2015-06-12T10:09:54.140Z,36.2925,-97.533,4.84,2.6,mb_lg,,31,0.42,0.52,us,us20002q3v,2015-06-15T22:55:22.257Z,"22km W of Perry, Oklahoma",earthquake
2015-06-12T06:57:51.000Z,28.127,57.2203,10,4.5,mb,,132,3.296,0.82,us,us20002p99,2015-06-12T15:00:23.879Z,"109km N of Minab, Iran",earthquake
2015-06-12T05:57:58.760Z,20.0902,121.2409,30.74,4.5,mb,,92,2.632,0.54,us,us20002p95,2015-06-12T14:00:26.403Z,"71km WSW of Sabtang, Philippines",earthquake
2015-06-12T04:47:59.400Z,-20.0718,-178.4855,624.88,4.4,mb,,128,4.011,0.54,us,us20002p8y,2015-06-12T12:50:31.965Z,"67km NNE of Ndoi Island, Fiji",earthquake
2015-06-12T04:47:45.000Z,40.6271667,-122.4311667,21.52,2.99,md,39,46,0.09613,0.16,nc,nc72464816,2015-06-13T03:26:05.458Z,"5km NW of Redding, California",earthquake
2015-06-12T04:38:26.520Z,36.2874,-97.541,3.9,3.9,mb_lg,,35,0.417,0.36,us,us20002p8p,2015-06-12T14:50:59.854Z,"22km W of Perry, Oklahoma",earthquake
2015-06-12T03:37:51.120Z,-20.2171,-178.3343,572.55,4.3,mb,,94,4.211,0.69,us,us20002p8g,2015-06-12T11:40:18.577Z,"61km NE of Ndoi Island, Fiji",earthquake
2015-06-12T03:18:35.170Z,-59.6542,-26.6434,140.95,4.6,mb,,131,7.605,0.29,us,us20002p8e,2015-06-12T11:21:15.271Z,"69km S of Bristol Island, South Sandwich Islands",earthquake
2015-06-12T02:36:24.930Z,-20.8089,-174.1707,10,5,mb,,91,7.231,1.03,us,us20002p88,2015-06-12T10:38:56.952Z,"99km NE of `Ohonua, Tonga",earthquake
2015-06-12T02:03:05.530Z,-19.064,168.7594,85.65,4.6,mb,,80,3.696,0.66,us,us20002p86,2015-06-12T10:05:46.571Z,"75km NW of Isangel, Vanuatu",earthquake
2015-06-12T01:13:55.070Z,36.2822,-97.5082,4.97,3,mb_lg,,61,0.443,0.25,us,us20002p85,2015-06-12T04:52:46.485Z,"19km W of Perry, Oklahoma",earthquake
2015-06-11T23:31:37.900Z,36.2829,-97.5185,5.651,3.7,mwr,,51,,0.53,us,us20002pbp,2015-06-12T17:40:31.991Z,"20km W of Perry, Oklahoma",earthquake
2015-06-11T23:28:59.850Z,36.2872,-97.5238,3.84,3.5,mb_lg,,19,0.429,0.7,us,us20002p7h,2015-06-12T12:37:04.197Z,"21km W of Perry, Oklahoma",earthquake
2015-06-11T23:27:33.470Z,-26.4406,27.4881,5,4.5,mb,,149,2.219,0.63,us,us20002qij,2015-06-16T23:25:15.369Z,"5km N of Fochville, South Africa",earthquake
2015-06-11T22:55:58.990Z,36.8817,-98.6124,5,3,mb_lg,,44,0.331,0.69,us,us20002p79,2015-06-12T06:58:24.792Z,"9km NNE of Alva, Oklahoma",earthquake
2015-06-11T21:52:15.000Z,52.0199,176.7574,146.7,2.9,ml,,,,0.35,ak,ak11628722,2015-06-18T17:47:33.535Z,"58km W of Kiska Volcano, Alaska",earthquake
2015-06-11T21:27:40.000Z,53.6972,-167.656,21.9,2.7,ml,,,,1.21,us,us20002p8u,2015-06-18T10:30:14.231Z,"76km WSW of Dutch Harbor, Alaska",earthquake
2015-06-11T21:12:25.700Z,35.9603,-97.402,6.274,2.5,ml,,65,,0.72,us,us20002p70,2015-06-12T00:52:00.638Z,"9km NNE of Guthrie, Oklahoma",earthquake
2015-06-11T20:23:45.120Z,-15.8122,-173.6029,37.52,4.7,mb,,65,4.779,0.56,us,us20002p63,2015-06-12T04:26:17.268Z,"21km NE of Hihifo, Tonga",earthquake
2015-06-11T19:37:05.980Z,27.9959,84.6175,16.56,4.4,mb,,171,0.679,1.37,us,us20002p53,2015-06-12T03:39:42.124Z,"34km SE of Lamjung, Nepal",earthquake
2015-06-11T18:46:28.350Z,8.01,126.6264,65.7,4.9,mb,,102,1.396,0.91,us,us20002p4f,2015-06-12T02:49:12.715Z,"20km E of Santa Maria, Philippines",earthquake
2015-06-11T18:43:58.850Z,10.0832,-83.4638,26.14,4.5,mb,,45,0.087,1.69,us,us20002p4e,2015-06-12T02:27:43.601Z,"4km ESE of Siquirres, Costa Rica",earthquake
2015-06-11T18:17:28.820Z,17.623,-94.5847,61.45,4.1,mb,,129,2.695,0.84,us,us20002p42,2015-06-12T02:19:59.463Z,"18km SSE of Hidalgotitlan, Mexico",earthquake
